adrenaline	constrict	vessel	X	adrenaline	cause	dilatation
adrenaline	rush through	vein	>	adrenaline	release into	bloodstream
adrenaline	discharge into	blood	>	adrenaline	release into	bloodstream
adrenaline	release into	circulation	>	adrenaline	pump into	blood
adrenaline	flow in	vein	>	adrenaline	pump into	vein
adrenaline	give during	anaesthesia	>	adrenaline	mask	pain
adrenaline	produce	tachycardia	>	adrenaline	speed	heart
adrenaline	release by	medulla	>	adrenaline	produce by	medulla
adrenaline	course through	bloodstream	>	adrenaline	surge in	vein
adrenaline	course through	bloodstream	>	adrenaline	release into	bloodstream
medulla	contain	adrenaline	>	adrenaline	secrete from	medulla
medulla	secrete	adrenaline	>	adrenaline	release from	medulla
adrenaline	surge through	vein	>	adrenaline	pour into	bloodstream
adrenaline	pour through	vein	>	adrenaline	release into	blood
adrenaline	rush through	vein	>	adrenaline	shoot through	vein
adrenaline	produce	vasoconstriction	>	adrenaline	constrict	arteriole
adrenaline	fill	vein	>	adrenaline	flow in	vein
adrenaline	shoot through	vein	>	adrenaline	flood	vein
adrenaline	pump into	vein	>	adrenaline	flow in	vein
adrenaline	stimulate	heart	>	adrenaline	add in	strength
glycogen	discharge by	adrenaline	>	adrenaline	cause	glycogenolysis
adrenaline	shoot through	vein	>	adrenaline	race through	vein
adrenaline	release into	circulation	>	adrenaline	surge through	bloodstream
adrenaline	cause	relaxation	>	adrenaline	produce	relaxation
adrenaline	cause	vasodilatation	X	adrenaline	cause	constriction
adrenaline	pump into	bloodstream	>	adrenaline	course through	bloodstream
adrenaline	combat	hypoglycaemia	X	adrenaline	cause	glycogenolysis
adrenaline	cause	constriction	>	adrenaline	produce	vasoconstriction
adrenaline	cause	dilation	X	adrenaline	cause	vasoconstriction
adrenaline	pump into	bloodstream	>	adrenaline	shoot through	vein
adrenaline	pump into	blood	>	adrenaline	discharge into	blood
adrenaline	produce	tachycardia	>	adrenaline	add in	strength
adrenaline	surge in	vein	>	adrenaline	fill	vein
adrenaline	constrict	arteriole	>	adrenaline	produce	vasoconstriction
adrenaline	release into	bloodstream	>	adrenaline	flood	vein
adrenaline	rush through	vein	>	adrenaline	release into	circulation
adrenaline	course through	vein	>	adrenaline	fill	vein
adrenaline	induce	vasoconstriction	X	adrenaline	cause	dilation
